key	item	tau
gsed1912	aqicmc033	58.74
gsed1912	aqicmc038	65.81
gsed1912	aqicmc040	65.66
gsed1912	aqicmc061	70.63
gsed1912	aqifmc025	53.17
gsed1912	aqifmc033	69.64
gsed1912	aqigmc012	35.84
gsed1912	aqigmc018	41.2
gsed1912	aqigmc020	44.38
gsed1912	aqigmc021	43.28
gsed1912	aqigmc022	46.79
gsed1912	aqigmc023	46.56
gsed1912	aqigmc024	50.06
gsed1912	aqigmc026	50.77
gsed1912	aqigmc027	50.62
gsed1912	aqipxc037	67.76
gsed1912	aqipxc043	66.5
gsed1912	barxxx005	36.48
gsed1912	barxxx006	40.16
gsed1912	barxxx007	44.95
gsed1912	barxxx008	43.04
gsed1912	barxxx009	43.87
gsed1912	barxxx010	48.84
gsed1912	barxxx011	49.89
gsed1912	barxxx012	49.99
gsed1912	barxxx014	60.9
gsed1912	barxxx015	63.55
gsed1912	barxxx017	71.27
gsed1912	barxxx018	69.64
gsed1912	barxxx019	69.87
gsed1912	by1mdd039	36.29
gsed1912	by1mdd044	36.82
gsed1912	by1mdd046	34.68
gsed1912	by1mdd047	30.81
gsed1912	by1mdd051	33.67
gsed1912	by1mdd054	35.17
gsed1912	by1mdd056	36.91
gsed1912	by1mdd057	34.29
gsed1912	by1mdd058	36.16
gsed1912	by1mdd060	37.93
gsed1912	by1mdd062	37.75
gsed1912	by1mdd063	35.98
gsed1912	by1mdd064	36.28
gsed1912	by1mdd066	35.29
gsed1912	by1mdd067	37.54
gsed1912	by1mdd068	36.01
gsed1912	by1mdd069	36.53
gsed1912	by1mdd070	38.68
gsed1912	by1mdd071	37.06
gsed1912	by1mdd072	36.07
gsed1912	by1mdd073	38.61
gsed1912	by1mdd078	38.93
gsed1912	by1mdd080	39.97
gsed1912	by1mdd086	43.59
gsed1912	by1mdd088	42.83
gsed1912	by1mdd089	46.59
gsed1912	by1mdd090	44.53
gsed1912	by1mdd091	43.41
gsed1912	by1mdd094	46.38
gsed1912	by1mdd095	47.48
gsed1912	by1mdd096	49.22
gsed1912	by1mdd097	46.64
gsed1912	by1mdd098	47.8
gsed1912	by1mdd099	46.2
gsed1912	by1mdd100	47.12
gsed1912	by1mdd101	48.72
gsed1912	by1mdd102	46.58
gsed1912	by1mdd103	46.23
gsed1912	by1mdd104	49.01
gsed1912	by1mdd105	48.82
gsed1912	by1mdd106	51.03
gsed1912	by1mdd107	47.87
gsed1912	by1mdd108	49.67
gsed1912	by1mdd111	53.17
gsed1912	by1mdd112	51.71
gsed1912	by1mdd113	52.78
gsed1912	by1mdd115	51.73
gsed1912	by1mdd116	50.61
gsed1912	by1mdd117	52.92
gsed1912	by1mdd118	54.08
gsed1912	by1mdd119	57.53
gsed1912	by1mdd131	57.32
gsed1912	by1mdd134	57.75
gsed1912	by1mdd136	59.81
gsed1912	by1mdd143	60.87
gsed1912	by1pdd020	38.51
gsed1912	by1pdd023	33.94
gsed1912	by1pdd025	35.79
gsed1912	by1pdd027	36.5
gsed1912	by1pdd028	36.48
gsed1912	by1pdd029	37.74
gsed1912	by1pdd030	37.72
gsed1912	by1pdd031	38.04
gsed1912	by1pdd034	37.35
gsed1912	by1pdd038	32.21
gsed1912	by1pdd040	40.95
gsed1912	by1pdd041	44.59
gsed1912	by1pdd043	48.36
gsed1912	by1pdd045	48.08
gsed1912	by1pdd046	49.99
gsed1912	by1pdd047	47.26
gsed1912	by1pdd048	48.49
gsed1912	by1pdd049	51.84
gsed1912	by1pdd050	52.98
gsed1912	by1pdd051	51.64
gsed1912	by1pdd052	51.64
gsed1912	by2mdd094	53.85
gsed1912	by2mdd097	53.17
gsed1912	by2mdd098	54.08
gsed1912	by2mdd099	55.3
gsed1912	by2mdd110	61.43
gsed1912	by2mdd114	59.81
gsed1912	by2mdd122	66.63
gsed1912	by2mdd123	60.87
gsed1912	by2mdd125	67.83
gsed1912	by2mdd126	69.64
gsed1912	by2mdd127	66.96
gsed1912	by2pdd062	49.99
gsed1912	by2pdd063	47.56
gsed1912	by2pdd066	50.94
gsed1912	by2pdd067	51.4
gsed1912	by2pdd078	66.13
gsed1912	by3cgd036	44.53
gsed1912	by3cgd047	51.08
gsed1912	by3cgd051	55.1
gsed1912	by3cgd055	54.08
gsed1912	by3cgd056	60.77
gsed1912	by3cgd058	59.5
gsed1912	by3cgd059	60.03
gsed1912	by3cgd060	63.58
gsed1912	by3cgd061	61.97
gsed1912	by3cgd063	63.65
gsed1912	by3cgd064	64.69
gsed1912	by3cgd065	65.24
gsed1912	by3cgd066	65.33
gsed1912	by3cgd067	65.8
gsed1912	by3cgd068	71.65
gsed1912	by3cgd073	69.7
gsed1912	by3exd020	58.2
gsed1912	by3exd023	61.87
gsed1912	by3exd025	63.41
gsed1912	by3exd027	63.05
gsed1912	by3exd029	66.35
gsed1912	by3exd031	66.5
gsed1912	by3exd034	69.48
gsed1912	by3exd035	69.49
gsed1912	by3exd037	71.84
gsed1912	by3exd039	70.77
gsed1912	by3fmd026	43.04
gsed1912	by3fmd028	47.01
gsed1912	by3fmd030	48.92
gsed1912	by3fmd031	53.17
gsed1912	by3fmd035	52.83
gsed1912	by3fmd038	60.87
gsed1912	by3fmd040	65.15
gsed1912	by3fmd041	66.09
gsed1912	by3fmd043	69.64
gsed1912	by3fmd044	66.08
gsed1912	by3fmd045	65.31
gsed1912	by3fmd049	70.1
gsed1912	by3fmd050	69.3
gsed1912	by3fmd052	67.76
gsed1912	by3fmd061	72.53
gsed1912	by3gmd025	36.48
gsed1912	by3gmd030	42.43
gsed1912	by3gmd031	42.5
gsed1912	by3gmd032	43.26
gsed1912	by3gmd033	45.06
gsed1912	by3gmd035	43.87
gsed1912	by3gmd037	45.18
gsed1912	by3gmd038	46.3
gsed1912	by3gmd039	46.6
gsed1912	by3gmd040	48.23
gsed1912	by3gmd041	50.65
gsed1912	by3gmd042	49.99
gsed1912	by3gmd043	51.7
gsed1912	by3gmd044	50.96
gsed1912	by3gmd045	50.82
gsed1912	by3gmd050	55.86
gsed1912	by3gmd059	66.57
gsed1912	by3red022	59.06
gsed1912	by3red023	59.4
gsed1912	by3red024	59.58
gsed1912	by3red025	61.68
gsed1912	by3red027	66.47
gsed1912	by3red028	66.49
gsed1912	by3red029	66.31
gsed1912	by3red031	67.79
gsed1912	by3red040	71.02
gsed1912	croclc001	29.5
gsed1912	croclc004	35.46
gsed1912	croclc006	31.65
gsed1912	croclc007	39.47
gsed1912	croclc008	39.03
gsed1912	croclc011	39.59
gsed1912	croclc014	35.27
gsed1912	croclc023	59.5
gsed1912	croclc024	59.81
gsed1912	croclc025	60.23
gsed1912	croclc026	59.44
gsed1912	croclc027	63.04
gsed1912	croclc028	60.73
gsed1912	croclc029	64.77
gsed1912	croclc031	65.38
gsed1912	croclc032	64.09
gsed1912	croclc034	61.6
gsed1912	croclc035	66.29
gsed1912	croclc037	63.71
gsed1912	croclc038	61.47
gsed1912	croclc039	66.93
gsed1912	croclc041	66.53
gsed1912	croclc042	65.69
gsed1912	croclc043	68.1
gsed1912	croclc044	67.32
gsed1912	croclc045	70.51
gsed1912	croclc046	65.69
gsed1912	croclc048	71.09
gsed1912	croclc049	67.22
gsed1912	croclc050	67.3
gsed1912	croclc051	68.04
gsed1912	cromoc002	36.31
gsed1912	cromoc005	38.05
gsed1912	cromoc006	32.5
gsed1912	cromoc007	29.59
gsed1912	cromoc008	28.79
gsed1912	cromoc009	38.17
gsed1912	cromoc010	36.48
gsed1912	cromoc011	39.63
gsed1912	cromoc012	37.13
gsed1912	cromoc015	43.87
gsed1912	cromoc016	41.59
gsed1912	cromoc017	48.68
gsed1912	cromoc018	46.59
gsed1912	cromoc019	43.04
gsed1912	cromoc021	49.99
gsed1912	cromoc022	44.53
gsed1912	cromoc025	55.69
gsed1912	cromoc029	57.53
gsed1912	cromoc030	57.27
gsed1912	cromoc031	60.76
gsed1912	cromoc033	64.23
gsed1912	cromoc034	63.71
gsed1912	cromoc035	62.76
gsed1912	cromoc036	69.87
gsed1912	cromoc039	69.34
gsed1912	crosec002	29.93
gsed1912	crosec003	34.38
gsed1912	crosec042	65.58
gsed1912	crosec049	68.08
gsed1912	crosec051	69.93
gsed1912	crosec059	68.52
gsed1912	ddicmm029	2.43
gsed1912	ddicmm030	11.44
gsed1912	ddicmm031	14.54
gsed1912	ddicmm033	36.65
gsed1912	ddicmm034	40.8
gsed1912	ddicmm036	42.8
gsed1912	ddicmm037	48.78
gsed1912	ddicmm039	51.11
gsed1912	ddicmm041	59.81
gsed1912	ddicmm042	56.96
gsed1912	ddicmm043	60.7
gsed1912	ddicmd044	60.61
gsed1912	ddicmm045	62.48
gsed1912	ddicmm046	60.92
gsed1912	ddicmm047	66.42
gsed1912	ddicmm048	65.69
gsed1912	ddicmd049	66.19
gsed1912	ddicmm050	68.98
gsed1912	ddicmd116	30.81
