key	item	tau
294_0	ecdxxc001	62.16
294_0	ecdxxc002	63.65
294_0	ecdxxc003	71.82
294_0	ecdxxc004	75.21
294_0	ecdxxc005	59.82
294_0	ecdxxc006	62.71
294_0	ecdxxc007	66.69
294_0	ecdxxc008	65.21
294_0	ecdxxc009	57.12
294_0	ecdxxc010	79.92
294_0	ecdxxc011	90.32
294_0	ecdxxc012	81.24
294_0	ecdxxc013	71.62
294_0	ecdxxc014	82.31
294_0	ecdxxc015	67.1
294_0	ecdxxc016	59.68
294_0	ecdxxc017	66.95
294_0	ecdxxc018	57.98
