key	item	tau
293_0	gtofmd052	88.86
293_0	gtofmd053	86.45
293_0	gtofmd054	81.36
293_0	gtogmd001	20
293_0	gtogmd002	9
293_0	gtogmd003	8.78
293_0	gtogmd004	16.86
293_0	gtogmd005	17.69
293_0	gtogmd006	21.55
293_0	gtogmd007	26.63
293_0	gtogmd008	26.65
293_0	gtogmd009	22.15
293_0	gtogmd010	21.19
293_0	gtogmd011	23
293_0	gtogmd012	25.14
293_0	gtogmd013	30.36
293_0	gtogmd014	35.97
293_0	gtogmd015	33.98
293_0	gtogmd016	27.94
293_0	gtogmd017	34.37
293_0	gtogmd018	29.69
293_0	gtogmd019	35.57
293_0	gtogmd020	27.94
293_0	gtogmd021	39.97
293_0	gtogmd022	30.14
293_0	gtogmd023	38.99
293_0	gtogmd024	36.8
293_0	gtogmd025	40.48
293_0	gtogmd026	40
293_0	gtogmd027	37.41
293_0	gtogmd028	47.33
293_0	gtogmd029	44.33
293_0	gtogmd030	48.19
293_0	gtogmd031	50
293_0	gtogmd032	48.46
293_0	gtogmd033	56.07
293_0	gtogmd034	50.31
293_0	gtogmd035	69.41
293_0	gtogmd036	46.83
293_0	gtogmd037	54.44
293_0	gtogmd038	81.44
293_0	gtogmd039	61.2
293_0	gtogmd040	69.42
293_0	gtogmd041	73.16
293_0	gtogmd042	72.36
293_0	gtogmd043	70.84
293_0	gtogmd044	74.83
293_0	gtogmd045	69.89
293_0	gtogmd046	83.19
293_0	gtogmd047	78.74
293_0	gtogmd048	71.83
293_0	gtogmd049	85.38
293_0	gtolgd001	8.47
293_0	gtolgd002	13.22
293_0	gtolgd003	5.33
293_0	gtolgd004	19.12
293_0	gtolgd005	25.43
293_0	gtolgd006	24.62
293_0	gtolgd007	23.47
293_0	gtolgd008	35.25
293_0	gtolgd009	34.77
293_0	gtolgd010	46.62
293_0	gtolgd011	52.67
293_0	gtolgd012	46.44
293_0	gtolgd013	50.16
293_0	gtolgd014	50.92
293_0	gtolgd015	53.15
293_0	gtolgd016	63.56
293_0	gtolgd017	58.67
293_0	gtolgd018	54.92
293_0	gtolgd019	53.24
293_0	gtolgd020	53.81
293_0	gtolgd021	57.89
293_0	gtolgd022	62.34
293_0	gtolgd023	61.32
293_0	gtolgd024	63.12
293_0	gtolgd025	60.6
293_0	gtolgd026	56.94
293_0	gtolgd027	65.66
293_0	gtolgd028	65.91
293_0	gtolgd029	59.7
293_0	gtolgd030	69.81
293_0	gtolgd031	67.6
293_0	gtolgd032	64.44
293_0	gtolgd033	63.45
293_0	gtolgd034	72.61
293_0	gtolgd035	70.24
293_0	gtolgd036	66.97
293_0	gtolgd037	75.75
293_0	gtolgd038	68.74
293_0	gtolgd039	76.25
293_0	gtolgd040	79.78
293_0	gtolgd041	76.09
293_0	gtolgd042	79.55
293_0	gtolgd043	81.73
293_0	gtolgd044	71.77
293_0	gtolgd045	71.54
293_0	gtolgd046	73.24
293_0	gtolgd047	72.07
293_0	gtolgd048	80.83
293_0	gtolgd049	85.58
293_0	gtolgd050	74.67
293_0	gtolgd051	83.21
293_0	gtolgd052	86.08
