key	item	tau
gsed2212	by3fmd035	51.93
gsed2212	by3fmd038	62.75
gsed2212	by3fmd040	69.14
gsed2212	by3fmd041	70.63
gsed2212	by3fmd043	71.73
gsed2212	by3fmd044	67.24
gsed2212	by3fmd045	68.74
gsed2212	by3fmd049	77.37
gsed2212	by3fmd050	75.27
gsed2212	by3fmd052	75.4
gsed2212	by3fmd061	87.74
gsed2212	by3gmd025	30.99
gsed2212	by3gmd030	36.35
gsed2212	by3gmd031	36.51
gsed2212	by3gmd032	37.84
gsed2212	by3gmd033	40.01
gsed2212	by3gmd035	38.25
gsed2212	by3gmd037	41.22
gsed2212	by3gmd038	42.92
gsed2212	by3gmd039	41.05
gsed2212	by3gmd040	45.26
gsed2212	by3gmd041	48.57
gsed2212	by3gmd042	48.12
gsed2212	by3gmd043	49.7
gsed2212	by3gmd044	49.82
gsed2212	by3gmd045	48.36
gsed2212	by3gmd050	55.89
gsed2212	by3gmd059	71.57
gsed2212	by3red022	62.34
gsed2212	by3red023	59.76
gsed2212	by3red024	59.65
gsed2212	by3red025	62.34
gsed2212	by3red027	71.41
gsed2212	by3red028	68.74
gsed2212	by3red029	72.61
gsed2212	by3red031	72.82
gsed2212	by3red040	80.21
gsed2212	croclc001	8.32
gsed2212	croclc004	25.64
gsed2212	croclc006	17.42
gsed2212	croclc007	31.35
gsed2212	croclc008	31.41
gsed2212	croclc011	32.53
gsed2212	croclc014	17.39
gsed2212	croclc023	53.97
gsed2212	croclc024	60.96
gsed2212	croclc025	56.1
gsed2212	croclc026	55.87
gsed2212	croclc027	63.57
gsed2212	croclc028	56.03
gsed2212	croclc029	63.18
gsed2212	croclc031	65.72
gsed2212	croclc032	64.35
gsed2212	croclc034	57.49
gsed2212	croclc035	69.55
gsed2212	croclc037	65.81
gsed2212	croclc038	63.2
gsed2212	croclc039	67.74
gsed2212	croclc041	74.57
gsed2212	croclc042	64.82
gsed2212	croclc043	72.24
gsed2212	croclc044	74.43
gsed2212	croclc045	72.64
gsed2212	croclc046	66.09
gsed2212	croclc048	74.91
gsed2212	croclc049	67.69
gsed2212	croclc050	69.72
gsed2212	croclc051	71.94
gsed2212	cromoc002	23.05
gsed2212	cromoc005	29.53
gsed2212	cromoc006	13.24
gsed2212	cromoc007	7.47
gsed2212	cromoc008	3.22
gsed2212	cromoc009	30.2
gsed2212	cromoc010	30.14
gsed2212	cromoc011	31.59
gsed2212	cromoc012	28.89
gsed2212	cromoc015	37.43
gsed2212	cromoc016	34.91
gsed2212	cromoc017	47.58
gsed2212	cromoc018	42.33
gsed2212	cromoc019	38.39
gsed2212	cromoc021	45.39
gsed2212	cromoc022	37.63
gsed2212	cromoc025	53.05
gsed2212	cromoc029	58
gsed2212	cromoc030	52.54
gsed2212	cromoc031	59.32
gsed2212	cromoc033	61.06
gsed2212	cromoc034	64.14
gsed2212	cromoc035	63.53
gsed2212	cromoc036	69.68
gsed2212	cromoc039	75.89
gsed2212	crosec002	3.6
gsed2212	crosec003	17.81
gsed2212	crosec004	15.39
gsed2212	crosec014	41.17
gsed2212	crosec042	69.48
gsed2212	crosec049	74.11
gsed2212	crosec051	79.27
gsed2212	crosec059	74.75
gsed2212	ddicmd044	60.6
gsed2212	ddicmd049	72.36
gsed2212	ddicmd116	24.03
gsed2212	ddicmd136	41.76
gsed2212	ddicmd141	54.92
gsed2212	ddicmd148	56.47
gsed2212	ddicmm029	8.47
gsed2212	ddicmm030	13.22
gsed2212	ddicmm031	7.17
gsed2212	ddicmm033	29.14
gsed2212	ddicmm034	34.77
gsed2212	ddicmm036	39.28
gsed2212	ddicmm037	49.32
gsed2212	ddicmm039	50.46
gsed2212	ddicmm041	63.12
gsed2212	ddicmm042	55.57
gsed2212	ddicmm043	62.83
gsed2212	ddicmm045	65.52
gsed2212	ddicmm046	62.17
gsed2212	ddicmm047	75.75
gsed2212	ddicmm048	71.32
gsed2212	ddicmm050	77.67
gsed2212	ddifmd001	8.61
gsed2212	ddifmd002	16.14
gsed2212	ddifmd007	29.09
gsed2212	ddifmd008	29.91
gsed2212	ddifmd010	36.8
gsed2212	ddifmd011	42.01
gsed2212	ddifmd013	53.89
gsed2212	ddifmd015	56.88
gsed2212	ddifmd017	61.33
gsed2212	ddifmd018	60.68
gsed2212	ddifmd020	73.88
gsed2212	ddifmd021	68.81
gsed2212	ddifmd022	71.42
gsed2212	ddifmd023	74.5
gsed2212	ddifmd024	76.41
gsed2212	ddifmd026	74.57
gsed2212	ddifmd027	76.74
gsed2212	ddifmm004	15.29
gsed2212	ddifmm009	24.06
gsed2212	ddifmm012	48.19
gsed2212	ddifmm014	40.32
gsed2212	ddifmm016	45.72
gsed2212	ddigmd006	22.42
gsed2212	ddigmd055	18.52
gsed2212	ddigmd057	20
gsed2212	ddigmd058	19.85
gsed2212	ddigmd061	17.69
gsed2212	ddigmd062	27.38
gsed2212	ddigmd063	33.74
gsed2212	ddigmd068	49.23
gsed2212	ddigmd069	55
gsed2212	ddigmd070	50.93
gsed2212	ddigmd072	58.26
gsed2212	ddigmd074	71.75
gsed2212	ddigmd168	51.15
gsed2212	ddigmd268	62.07
gsed2212	ddigmm060	26.93
gsed2212	ddigmm064	39.2
gsed2212	ddigmm065	40.99
gsed2212	ddigmm066	42.58
gsed2212	ddigmm067	41.93
gsed2212	ddigmm073	72.82
gsed2212	denfmd002	30.29
gsed2212	denfmd003	22.52
gsed2212	denfmd004	25.83
gsed2212	denfmd005	28.7
gsed2212	denfmd006	25.28
gsed2212	denfmd007	24.53
gsed2212	denfmd008	21.98
gsed2212	denfmd009	34.37
gsed2212	denfmd010	33.3
gsed2212	denfmd011	30.05
gsed2212	denfmd013	44.79
gsed2212	denfmd014	43.8
gsed2212	denfmd015	48.57
gsed2212	denfmd017	53.17
gsed2212	denfmd018	56.89
gsed2212	denfmd019	61.16
gsed2212	denfmd023	74.56
gsed2212	denfmd024	88.86
gsed2212	denfmd025	89.93
gsed2212	dengmd008	33.12
gsed2212	dengmd009	23.21
gsed2212	dengmd010	36.11
gsed2212	dengmd011	26.66
gsed2212	dengmd012	38.44
gsed2212	dengmd013	38.87
gsed2212	dengmd014	48.62
gsed2212	dengmd015	43.09
gsed2212	dengmd016	51.88
gsed2212	dengmd017	56.46
gsed2212	dengmd019	56.15
gsed2212	dengmd022	63.38
gsed2212	dengmd024	72.81
gsed2212	denlgd006	20.63
gsed2212	denlgd007	25.43
gsed2212	denlgd008	37.59
gsed2212	denlgd009	28.19
gsed2212	denlgd014	44.42
gsed2212	denlgd015	48.23
gsed2212	denlgd016	51.58
gsed2212	denlgd019	63.08
gsed2212	denlgd023	67.52
gsed2212	denlgd024	73.19
gsed2212	denlgd025	73.57
gsed2212	denlgd028	80.07
gsed2212	denlgd030	81.62
gsed2212	denlgd033	85.46
gsed2212	denlgd036	87.16
gsed2212	densld009	42.33
gsed2212	densld010	42.44
gsed2212	densld011	37.08
gsed2212	dmcfmd002	26.88
gsed2212	dmcfmd003	30.07
gsed2212	dmcfmd004	29.28
gsed2212	dmcfmd005	31.62
gsed2212	dmcfmd006	41.94
gsed2212	dmcfmd007	30.21
gsed2212	dmcfmd009	46.48
gsed2212	dmcfmd010	51.11
gsed2212	dmcfmd011	68.28
gsed2212	dmcgmd002	8.69
gsed2212	dmcgmd003	25.14
gsed2212	dmcgmd004	29.31
gsed2212	dmcgmd005	38.99
gsed2212	dmcgmd006	38.46
gsed2212	dmcgmd007	41.73
gsed2212	dmcgmd008	41.75
gsed2212	dmcgmd009	47.33
gsed2212	dmcgmd010	45.74
gsed2212	dmcgmd011	54.96
gsed2212	dmcgmd012	48.84
gsed2212	dmcgmd013	50.43
gsed2212	dmcgmd014	61.5
gsed2212	dmcgmd016	61.28
gsed2212	dmcgmd017	55.08
gsed2212	dmclgd002	35.25
gsed2212	dmclgd003	50.02
gsed2212	dmclgd004	53.3
gsed2212	dmclgd005	46.44
gsed2212	dmclgd006	50.92
gsed2212	dmclgd007	56.54
gsed2212	dmclgd008	59.33
gsed2212	dmcsld001	13.4
gsed2212	dmcsld002	20.94
gsed2212	dmcsld003	17.65
gsed2212	dmcsld005	18.78
gsed2212	dmcsld006	31.78
gsed2212	dmcsld007	30.56
gsed2212	dmcsld008	31.78
gsed2212	dmcsld009	24.08
gsed2212	dmcsld010	17.65
gsed2212	dmcsld011	30.17
gsed2212	dmcsld018	42.75
gsed2212	dmcsld019	49.91
gsed2212	gricgd006	29.16
gsed2212	gricgd007	28.61
gsed2212	gricgd009	27.05
gsed2212	gricgd012	27.15
gsed2212	gricgd013	29.67
gsed2212	gricgd015	30.66
gsed2212	gricgd017	44.38
gsed2212	gricgd020	45.86
gsed2212	gricgd022	41.18
gsed2212	gricgd023	48.79
gsed2212	gricgd201	49.09
gsed2212	gricgd207	53.56
gsed2212	gricgd213	59.52
gsed2212	gricgd221	65.32
gsed2212	gricgd222	65.15
gsed2212	gricgd304	85.53
gsed2212	gricgd306	89.1
gsed2212	gricgd402	82.49
gsed2212	griehd010	26.04
gsed2212	griehd011	24.61
gsed2212	griehd018	47.68
gsed2212	griehd024	48.11
gsed2212	griehd201	44.92
gsed2212	griehd207	53.88
gsed2212	griehd209	52.86
gsed2212	griehd212	60.68
gsed2212	griehd215	60.26
gsed2212	griehd217	63.78
gsed2212	griehd218	62.36
gsed2212	griehd219	65.51
gsed2212	griehd220	70.92
gsed2212	griehd221	70.83
gsed2212	griehd223	64.57
gsed2212	griehd301	71.61
gsed2212	griehd302	77.7
gsed2212	griehd305	86.14
gsed2212	griehd306	78.1
gsed2212	griehd402	77.31
gsed2212	griehd404	96.65
gsed2212	grigmd010	29.48
gsed2212	grigmd011	27.2
gsed2212	grigmd013	30.5
gsed2212	grigmd014	31.66
gsed2212	grigmd015	32.17
gsed2212	grigmd016	38.3
gsed2212	grigmd017	32.65
gsed2212	grigmd202	45.85
gsed2212	grigmd203	48.46
gsed2212	grigmd205	43.83
gsed2212	grigmd206	49.57
gsed2212	grigmd207	50.72
gsed2212	grigmd208	49.81
gsed2212	grigmd211	54.57
gsed2212	grigmd212	54.77
gsed2212	grigmd214	66
gsed2212	grigmd215	68.09
gsed2212	grigmd216	57.27
gsed2212	grigmd217	58.9
gsed2212	grigmd218	55.34
gsed2212	grigmd304	77.15
gsed2212	grigmd305	70.82
gsed2212	grigmd401	79.76
gsed2212	grigmd403	96.04
gsed2212	grigmd404	90.49
gsed2212	grigmd405	88.17
gsed2212	grihsd011	33.1
gsed2212	grihsd013	27.17
gsed2212	grihsd016	44.35
gsed2212	grihsd017	46.24
gsed2212	grihsd018	45.74
gsed2212	grihsd023	45.22
gsed2212	grihsd024	47.32
gsed2212	grihsd207	53.39
gsed2212	grihsd208	63.56
gsed2212	grihsd213	56.06
gsed2212	grihsd214	59.81
gsed2212	grihsd215	68.36
gsed2212	grihsd216	58.42
gsed2212	grihsd217	60.96
gsed2212	grihsd218	70.46
gsed2212	grihsd219	61.37
gsed2212	grihsd220	62.9
gsed2212	grihsd222	67.1
gsed2212	grihsd223	63.45
gsed2212	grihsd224	67.91
gsed2212	grihsd301	76.02
gsed2212	grihsd302	85.01
gsed2212	grihsd303	71.54
gsed2212	grihsd501	82.32
gsed2212	grired304	89.44
gsed2212	grired306	91.71
gsed2212	grired401	93.56
gsed2212	grired402	93.96
gsed2212	gsdcgc002	6.9
gsed2212	gsdfmc003	5.77
gsed2212	gsdgmc005	18.65
gsed2212	gsdgmc006	23.41
gsed2212	gsdgmc007	27.52
gsed2212	gsdlac001	4.57
gsed2212	gsdlac004	15.25
gsed2212	iyolgc001	12.61
gsed2212	iyolgc002	9.3
gsed2212	iyolgc003	18.79
gsed2212	iyolgc004	28.43
gsed2212	iyolgc005	16.03
gsed2212	iyolgc006	32.63
gsed2212	iyolgc013	49.34
gsed2212	iyolgc017	54.92
gsed2212	iyolgc018	56.13
gsed2212	iyolgc020	60.38
gsed2212	iyolgc021	60.55
gsed2212	iyolgc022	56.1
gsed2212	iyolgc023	59.88
gsed2212	iyolgc024	64.9
gsed2212	iyolgc025	67.08
gsed2212	iyolgc026	65.97
gsed2212	iyolgc027	70.01
gsed2212	iyolgc028	70.88
gsed2212	iyolgc029	72.48
gsed2212	iyolgc030	74.03
gsed2212	iyomoc001	8.14
gsed2212	iyomoc002	15.66
gsed2212	iyomoc004	21.12
gsed2212	iyomoc005	26.7
gsed2212	iyomoc006	28.69
gsed2212	iyomoc007	28.36
gsed2212	iyomoc008	28.92
gsed2212	iyomoc009	29.66
gsed2212	iyomoc011	36.65
gsed2212	iyomoc012	34.68
gsed2212	iyomoc013	34.73
gsed2212	iyomoc014	36.16
gsed2212	iyomoc016	40.1
gsed2212	iyomoc017	41.22
gsed2212	iyomoc018	41.17
gsed2212	iyomoc019	41.86
gsed2212	iyomoc020	46.34
gsed2212	iyomoc021	48.78
gsed2212	iyomoc022	48.06
gsed2212	iyomoc023	48.97
gsed2212	iyomoc024	49.6
gsed2212	iyomoc025	50.23
gsed2212	iyomoc027	51.49
gsed2212	iyomoc028	49.9
gsed2212	iyomoc030	51.66
gsed2212	iyomoc031	57.08
gsed2212	iyomoc032	56.68
gsed2212	iyomoc037	68.37
gsed2212	iyomoc038	74.67
gsed2212	iyomoc039	72.25
gsed2212	iyomoc040	76.6
gsed2212	iyosec001	8.88
gsed2212	iyosec002	10.86
gsed2212	iyosec003	16.98
gsed2212	iyosec004	8.26
gsed2212	iyosec005	16.04
gsed2212	iyosec006	20.2
gsed2212	kdifmd002	50
gsed2212	kdifmd003	50.21
gsed2212	kdifmd012	68.38
gsed2212	kdifmd013	72.44
gsed2212	kdifmd017	72.88
gsed2212	kdifmd018	79.01
gsed2212	kdifmd019	35.69
gsed2212	kdifmd020	41.77
gsed2212	kdifmd023	8.02
gsed2212	kdifmd026	72.34
gsed2212	kdifmd027	77.58
gsed2212	kdifmd141	23.26
gsed2212	kdifmd142	41.79
gsed2212	kdifmd143	48.63
gsed2212	kdifmd144	55.63
gsed2212	kdifmd152	40.78
gsed2212	kdifmd154	62.15
gsed2212	kdifmd162	48.85
gsed2212	kdifmd163	63.17
gsed2212	kdigmd001	37.41
gsed2212	kdigmd002	45.35
gsed2212	kdigmd003	56.07
gsed2212	kdigmd004	69.6
gsed2212	kdigmd005	44.33
gsed2212	kdigmd006	48.16
gsed2212	kdigmd007	63.31
gsed2212	kdigmd008	72.36
gsed2212	kdigmd009	74.86
gsed2212	kdigmd010	87.98
gsed2212	kdigmd011	66.26
gsed2212	kdigmd012	69.11
gsed2212	kdigmd013	53.35
gsed2212	kdigmd014	57.67
gsed2212	kdigmd015	71.83
gsed2212	kdigmd016	91.41
gsed2212	kdigmd017	71.13
gsed2212	kdigmd018	52.69
gsed2212	kdigmd020	56.49
gsed2212	kdigmd021	75.1
gsed2212	kdigmd022	80.63
gsed2212	kdigmd023	92.47
gsed2212	kdigmd026	18.8
gsed2212	kdigmd027	12.62
gsed2212	kdigmd028	16.08
gsed2212	kdigmd029	22.04
gsed2212	kdigmd031	40
gsed2212	kdigmd033	47.8
gsed2212	kdigmd034	69.41
gsed2212	macgmd002	72.57
gsed2212	macgmd003	78.7
gsed2212	macgmd041	75.61
gsed2212	mdsgmd006	50.08
gsed2212	mdtfmd001	5.9
gsed2212	mdtfmd002	25.02
gsed2212	mdtfmd003	16.86
gsed2212	mdtfmd004	21.11
gsed2212	mdtfmd005	25.46
gsed2212	mdtfmd006	21.19
gsed2212	mdtfmd007	27.94
gsed2212	mdtfmd008	27.94
gsed2212	mdtfmd009	39.97
gsed2212	mdtfmd010	35.96
gsed2212	mdtfmd011	36.13
gsed2212	mdtfmd012	38.18
gsed2212	mdtfmd014	45.32
gsed2212	mdtfmd015	44.11
gsed2212	mdtfmd016	42.73
gsed2212	mdtfmd017	53.17
gsed2212	mdtfmd018	54.26
gsed2212	mdtfmd019	65.05
gsed2212	mdtfmd020	57.97
gsed2212	mdtfmd021	54.14
gsed2212	mdtfmd022	66.1
gsed2212	mdtfmd023	65.26
gsed2212	mdtfmd024	70.26
gsed2212	mdtfmd025	68.66
gsed2212	mdtfmd026	68.88
gsed2212	mdtfmd027	72.13
gsed2212	mdtfmd028	74.54
gsed2212	mdtfmd029	75.61
gsed2212	mdtfmd030	74.43
gsed2212	mdtfmd031	76.15
gsed2212	mdtfmd032	77.68
gsed2212	mdtfmd033	78.1
gsed2212	mdtfmd034	86.45
gsed2212	mdtgmd001	3.28
gsed2212	mdtgmd002	12.67
gsed2212	mdtgmd003	19.63
gsed2212	mdtgmd004	21.55
gsed2212	mdtgmd005	26.63
gsed2212	mdtgmd006	23.72
gsed2212	mdtgmd007	22.98
gsed2212	mdtgmd008	24.77
gsed2212	mdtgmd009	29.69
gsed2212	mdtgmd010	30.14
gsed2212	mdtgmd011	35.84
gsed2212	mdtgmd012	40.48
gsed2212	mdtgmd013	38.8
gsed2212	mdtgmd014	41.75
gsed2212	mdtgmd015	43.64
gsed2212	mdtgmd016	47.27
gsed2212	mdtgmd017	50.31
gsed2212	mdtgmd018	46.83
gsed2212	mdtgmd019	54.44
gsed2212	mdtgmd020	59.3
gsed2212	mdtgmd021	56
gsed2212	mdtgmd022	69.42
gsed2212	mdtgmd023	73.16
gsed2212	mdtgmd024	61.2
gsed2212	mdtgmd025	68.95
gsed2212	mdtgmd026	69.91
gsed2212	mdtgmd027	74.83
gsed2212	mdtgmd028	74.54
gsed2212	mdtgmd029	70.84
gsed2212	mdtgmd030	78.74
gsed2212	mdtgmd031	69.89
gsed2212	mdtgmd032	83.19
gsed2212	mdtgmd033	85.38
gsed2212	mdtgmd034	84.89
gsed2212	mdtlgd001	13.81
gsed2212	mdtlgd002	19.12
gsed2212	mdtlgd003	20.48
gsed2212	mdtlgd004	19.02
gsed2212	mdtlgd007	46.62
gsed2212	mdtlgd008	52.67
gsed2212	mdtlgd009	44.73
gsed2212	mdtlgd010	53.81
gsed2212	mdtlgd013	54.49
gsed2212	mdtlgd014	58.43
gsed2212	mdtlgd015	61.32
gsed2212	mdtlgd016	56.94
gsed2212	mdtlgd017	65.91
gsed2212	mdtlgd018	59.7
gsed2212	mdtlgd019	65.66
gsed2212	mdtlgd020	69.81
gsed2212	mdtlgd021	67.6
gsed2212	mdtlgd023	70.24
gsed2212	mdtlgd024	79.78
gsed2212	mdtlgd025	73.15
gsed2212	mdtlgd026	74.69
gsed2212	mdtlgd027	74.94
gsed2212	mdtlgd028	76.35
gsed2212	mdtlgd029	71.77
gsed2212	mdtlgd030	78.07
gsed2212	mdtlgd031	77.52
gsed2212	mdtlgd032	85.04
gsed2212	mdtlgd033	81.36
gsed2212	mdtlgd034	89.06
gsed2212	mdtsed001	1.1
gsed2212	mdtsed002	10.82
gsed2212	mdtsed003	8.78
gsed2212	mdtsed004	9
gsed2212	mdtsed005	20.53
gsed2212	mdtsed006	28.54
gsed2212	mdtsed007	29.51
gsed2212	mdtsed008	31.24
gsed2212	mdtsed009	33.87
gsed2212	mdtsed010	42.51
gsed2212	mdtsed011	43.59
gsed2212	mdtsed012	35.45
gsed2212	mdtsed013	47.23
gsed2212	mdtsed014	48.32
gsed2212	mdtsed016	45.7
gsed2212	mdtsed017	52.79
gsed2212	mdtsed018	49.84
gsed2212	mdtsed019	63.17
gsed2212	mdtsed020	60.66
gsed2212	mdtsed021	49.99
gsed2212	mdtsed022	58.98
gsed2212	mdtsed023	57.23
gsed2212	mdtsed024	62.09
gsed2212	mdtsed025	62.34
gsed2212	mdtsed026	67.7
gsed2212	mdtsed027	64.29
gsed2212	mdtsed028	70.54
gsed2212	mdtsed029	62.29
gsed2212	mdtsed032	65.55
gsed2212	mdtsed033	66.16
gsed2212	pegfmd002	80.74
gsed2212	sbivsd003	68.92
gsed2212	sbiwmd007	74.67
gsed2212	sbiwmd008	83.21
gsed2212	sbiwmd009	86.08
gsed2212	sbiwmd010	87.49
gsed2212	sgrehd012	23
gsed2212	sgrfmd016	25.92
gsed2212	sgrfmd017	27.26
gsed2212	sgrgmd018	31.18
gsed2212	sgrgmd022	35.57
gsed2212	sgrhsd010	29.94
gsed2212	sgrhsd015	33.6
gsed2212	sgrred006	23.47
gsed2212	sgrred008	29.03
gsed2212	sgrred009	26.89
gsed2212	sgrred010	22.15
gsed2212	sgrred016	27.56
gsed2212	sgrred018	25.88
gsed2212	sgrred025	47.19
gsed2212	sgrred030	48
gsed2212	sgrred032	47.52
gsed2212	sgrred035	51.6
gsed2212	sgrred036	50.98
gsed2212	sgrred041	53.4
gsed2212	tepcod010	82.76
gsed2212	tepcod133	77.4
gsed2212	teplgd002	73.03
gsed2212	teplgd018	72.07
gsed2212	teplgd020	75.21
gsed2212	teplgd022	77.01
gsed2212	teplgd023	73.17
gsed2212	teplgd025	73.21
gsed2212	teplgd031	79.76
gsed2212	teplgd032	81.73
gsed2212	teplgd034	79.78
gsed2212	teplgd035	79.55
gsed2212	teplgd036	76.25
gsed2212	teplgd040	83.52
gsed2212	teplgd281	76.25
gsed2212	teplgd282	80.15
gsed2212	teplgd283	79.05
gsed2212	teplgd291	77.68
gsed2212	teplgd293	74.2
gsed2212	teplgd301	79.97
gsed2212	teplgd302	78.54
gsed2212	teplgd303	80.67
gsed2212	teplgd391	79.63
gsed2212	teplgd392	78.88
gsed2212	teplgd393	79.9
gsed2212	teplgd394	82.57
gsed2212	tepmod005	72.18
gsed2212	tepmod006	75.94
gsed2212	tepmod009	77.74
gsed2212	tepmod049	79.03
gsed2212	tepmod442	78.04
gsed2212	vinxxc004	60.59
gsed2212	vinxxc006	49.36
gsed2212	vinxxc007	48.15
gsed2212	vinxxc008	42.82
gsed2212	vinxxc013	55.74
gsed2212	vinxxc015	62.07
gsed2212	vinxxc016	60.96
gsed2212	vinxxc019	64.61
gsed2212	vinxxc021	57.19
gsed2212	vinxxc024	62.67
gsed2212	vinxxc029	56.78
gsed2212	vinxxc030	62.51
gsed2212	vinxxc037	57.56
gsed2212	vinxxc038	56.94
gsed2212	vinxxc041	60.16
gsed2212	vinxxc046	59.9
gsed2212	vinxxc048	56.72
