key	item	tau
gsed2208	ecdxxc001	62.62
gsed2208	ecdxxc002	64.14
gsed2208	ecdxxc003	72.44
gsed2208	ecdxxc004	75.89
gsed2208	ecdxxc005	60.22
gsed2208	ecdxxc006	63.18
gsed2208	ecdxxc007	67.23
gsed2208	ecdxxc008	65.72
gsed2208	ecdxxc009	57.49
gsed2208	ecdxxc010	80.67
gsed2208	ecdxxc011	91.24
gsed2208	ecdxxc012	82.01
gsed2208	ecdxxc013	72.24
gsed2208	ecdxxc014	83.1
gsed2208	ecdxxc015	67.64
gsed2208	ecdxxc016	60.11
gsed2208	ecdxxc017	67.49
gsed2208	ecdxxc018	58.38
