row	code	label	gsed	gsed2	p1	p2	instrument	domain	mode	number
211	Ma_SF_C056	Can your child pick up a small object (e.g., a piece of food, small toy or small stone) with just his/her thumb and one finger? 	cromoc019	gpamoc053	sf1	__c	gs1	mo	c	56
212	Ma_SF_C057	Can your child pull themselves up from the floor while holding onto something? For example, can they pull themselves up using a chair, a person, or some other object?	iyomoc016	gpamoc056	sf1	__c	gs1	mo	c	57
213	Ma_SF_C058	"Does your child stop what he/she is doing when you say ""Stop!"" even if just for a second?"	crosec014	gpalgc059	sf1	__c	gs1	lg	c	58
214	Ma_SF_C059	Can your child walk several steps while holding on to a person or object (e.g., wall or furniture)? 	cromoc018	gpamoc060	sf1	__c	gs1	mo	c	59
215	Ma_SF_C060	While holding onto furniture, can your child bend down and pick up a small object from the floor and then return to a standing position?	aqigmc021	gpagmc055	sf1	__c	gs1	mo	c	60
216	Ma_SF_C061	While holding onto furniture, does your child squat with control (without falling or flopping down)?	aqigmc020	gpagmc057	sf1	__c	gs1	mo	c	61
217	Ma_SF_C062	"Does your child make a gesture to indicate ""No"" (e.g., shaking head)?"	mdtlgd009	gpalgc068	sf1	__c	gs1	lg	c	62
218	Ma_SF_C063	Even if your child is unable to do singing games, does he/she enjoy them and want to be a part of them?	mdtsed016	gpasec082	sf1	__c	gs1	se	c	63
219	Ma_SF_C064	Can your child stand up without holding onto anything, even if just for a few seconds?	iyomoc020	gpamoc061	sf1	__c	gs1	mo	c	64
220	Ma_SF_C065	Does your child put his/her hands out to have them washed?	mdtsed013	gpasec075	sf1	__c	gs1	li	c	65
221	Ma_SF_C066	Can your child maintain a standing position on his/her own, without holding on or receiving support? 	cromoc017	gpamoc062	sf1	__c	gs1	mo	c	66
222	Ma_SF_C067	Can your child drink from an open cup without help?	vinxxc007	gpaxxc074	sf1	__c	gs1	li	c	67
223	Ma_SF_C068	Can your child climb onto an object (rock, porch, step, chair, bed, low table, etc.)?	iyomoc022	gpamoc065	sf1	__c	gs1	mo	c	68
224	Ma_SF_C069	Can your child make any light marks on paper or in dirt with a crayon or a stick?	iyomoc021	gpamoc063	sf1	__c	gs1	mo	c	69
225	Ma_SF_C070	Can your child bend down or squat to pick up an object from the floor and then stand up again, without help from a person or object?	iyomoc023	gpamoc070	sf1	__c	gs1	mo	c	70
226	Ma_SF_C071	Can your child follow a simple spoken command or direction without you making a gesture? 	iyolgc013	gpalgc072	sf1	__c	gs1	lg	c	71
227	Ma_SF_C072	Can your child fetch something when asked?	vinxxc006	gpaxxc073	sf1	__c	gs1	lg	c	72
228	Ma_SF_C073	Does your child share with others (e.g., food)?	mdtsed018	gpasec086	sf1	__c	gs1	se	c	73
229	Ma_SF_C074	Can your child take several steps (3-5) forward without holding onto any person or object, even if they fall down immediately afterward?	iyomoc024	gpamoc066	sf1	__c	gs1	mo	c	74
230	Ma_SF_C075	While standing, can your child purposefully throw the ball and not just drop it?	iyomoc028	gpamoc076	sf1	__c	gs1	mo	c	75
231	Ma_SF_C076	Can your child stand up from sitting by himself and take several steps forward?	aqigmc026	gpagmc069	sf1	__c	gs1	mo	c	76
232	Ma_SF_C077	Can your child break off a piece of food and feed it to him/her-self?	mdtsed021	gpasec094	sf1	__c	gs1	li	c	77
233	Ma_SF_C078	Can your child make a scribble on paper, or in dirt, in a back and forth manner? For example, can he or she move the pen or pencil or stick back and forth? 	iyomoc025	gpamoc071	sf1	__c	gs1	mo	c	78
234	Ma_SF_C079	Can your child move around by walking, rather than by crawling on his hands and knees?	aqigmc027	gpagmc067	sf1	__c	gs1	mo	c	79
235	Ma_SF_C080	Can your child walk well, with coordination, without falling down often? With one foot in front of the other (rather than shifting weight side to side, stiff- legged)?	iyomoc027	gpamoc077	sf1	__c	gs1	mo	c	80
236	Ma_SF_C081	Can your child stack at least two objects on top of each other, such as bottle tops, blocks, stones, etc.?	iyomoc030	gpamoc078	sf1	__c	gs1	mo	c	81
237	Ma_SF_C082	"Can your child greet people either by giving his/her hand or saying ""hello""? (use local examples of greeting)"	mdtsed017	gpasec085	sf1	__c	gs1	se	c	82
238	Ma_SF_C083	Can your child kick a ball or other round object forward using his/her foot? 	cromoc025	gpamoc079	sf1	__c	gs1	mo	c	83
239	Ma_SF_C084	"Can your child say five or more separate words (e.g., names like ""Mama"" or objects like ""ball"")?"	croclc023	gpaclc089	sf1	__c	gs1	lg	c	84
240	Ma_SF_C085	Can your child follow directions with more than one step? For example, 'Go to the kitchen and bring me a spoon'?	iyolgc017	gpalgc081	sf1	__c	gs1	cg	c	85
241	Ma_SF_C086	Can your child correctly name at least one family member other than mom and dad (e.g., name of brother, sister, aunt, uncle)? 	croclc028	gpaclc096	sf1	__c	gs1	lg	c	86
242	Ma_SF_C087	Can your child identify at least seven objects? For example, when you ask 'where is the ball/spoon/cup/cloth/door/plate/bucket etc.' does your child look at or point to (or even name) the objects?	iyolgc022	gpalgc099	sf1	__c	gs1	lg	c	87
243	Ma_SF_C088	Can your child ask for something (e.g., food, water) by name when he/she wants it?	croclc025	gpaclc093	sf1	__c	gs1	lg	c	88
244	Ma_SF_C089	Can your child run well, without falling or bumping into objects?	iyomoc032	gpamoc084	sf1	__c	gs1	mo	c	89
245	Ma_SF_C090	Can your child wash hands by him/herself?	vinxxc048	gpaxxc092	sf1	__c	gs1	li	c	90
246	Ma_SF_C091	While standing, can your child kick a ball by swinging his/her leg forward?	iyomoc031	gpamoc080	sf1	__c	gs1	mo	c	91
247	Ma_SF_C092	Does your child dry hands by herself/himself after you have washed them?	vinxxc021	gpaxxc087	sf1	__c	gs1	li	c	92
248	Ma_SF_C093	Does your child show independence (e.g., wants to go and visit a friend's house)?	mdtsed023	gpasec095	sf1	__c	gs1	se	c	93
249	Ma_SF_C094	If you show your child an object he/she knows well (e.g., a cup or animal), can he/she consistently name it? 	croclc034	gpaclc101	sf1	__c	gs1	lg	c	94
250	Ma_SF_C095	Can your child stack three or more small objects (e.g., blocks, cups, bottle caps) on top of each other? 	cromoc029	gpamoc083	sf1	__c	gs1	mo	c	95
251	Ma_SF_C096	Can your child walk on an uneven surface (e.g., a bumpy or steep road) without falling? 	cromoc031	gpamoc097	sf1	__c	gs1	mo	c	96
252	Ma_SF_C097	Does your child usually communicate with words what he/she wants in a way that is understandable to others?	iyolgc023	gpalgc102	sf1	__c	gs1	lg	c	97
253	Ma_SF_C098	"Can your child say ten or more words in addition to ""Mama"" and ""Dada""?"	aqicmc033	gpacmc090	sf1	__c	gs1	lg	c	98
254	Ma_SF_C099	"When looking at pictures, if you say to your child ""what is this?"", can they say the name of the object that you point to?"	iyolgc021	gpalgc098	sf1	__c	gs1	lg	c	99
255	Ma_SF_C100	Can your child speak using short sentences of two words that go together (e.g., 'Mama go' or 'Dada eat'?	croclc024	gpaclc091	sf1	__c	gs1	lg	c	100
256	Ma_SF_C101	Can your child unscrew the lid from a bottle or jar? 	cromoc033	gpamoc110	sf1	__c	gs1	mo	c	101
257	Ma_SF_C102	Does your child help out around the house with simple chores, even if he/she doesn't do them well? (use local examples of chores)	mdtsed029	gpasec130	sf1	__c	gs1	se	c	102
258	Ma_SF_C103	Is your child able to go poo or pee without having accidents (wetting or soiling themselves)?	mdtsed019	gpasec088	sf1	__c	gs1	li	c	103
259	Ma_SF_C104	"Can your child speak using sentences of three or more words that go together (e.g., ""I want water"" or ""The house is big"")?"	croclc029	gpaclc112	sf1	__c	gs1	lg	c	104
260	Ma_SF_C105	Can your child name at least two body parts (e.g., arm, eye, or nose)? 	croclc038	gpaclc100	sf1	__c	gs1	lg	c	105
261	Ma_SF_C106	Can your child remove an item of clothing (e.g., take off his/her shirt)? 	cromoc035	gpamoc104	sf1	__c	gs1	li	c	106
262	Ma_SF_C107	"Can your child say 15 or more separate words (e.g., names like ""Mama"" or objects like ""ball"")?"	croclc027	gpaclc105	sf1	__c	gs1	lg	c	107
263	Ma_SF_C108	Can your child jump with both feet leaving the ground? 	cromoc034	gpamoc106	sf1	__c	gs1	mo	c	108
264	Ma_SF_C109	Can your child tell you or someone familiar his/her own name [nickname] when asked to?	croclc032	gpaclc108	sf1	__c	gs1	lg	c	109
265	Ma_SF_C110	"Can your child correctly ask questions using any of the words ""what"", ""which"", ""where"", or ""who""?"	croclc042	gpaclc115	sf1	__c	gs1	lg	c	110
266	Ma_SF_C111	Does your child show respect around elders?	mdtsed032	gpasec137	sf1	__c	gs1	se	c	111
267	Ma_SF_C112	"Can your child correctly use any of the words ""I,"" ""you,"" ""she,"" or ""he"" (e.g., ""I go to store,"" or ""He eats rice"")?"	croclc031	gpaclc113	sf1	__c	gs1	lg	c	112
268	Ma_SF_C113	Can your child sing a short song or repeat parts of a rhyme from memory by him/herself? 	croclc037	gpaclc107	sf1	__c	gs1	lg	c	113
269	Ma_SF_C114	"Does your child know the difference between the words ""big"" and ""small""? For example, if you ask, ""Give me the big spoon"" can your child understand which one to give if there are two different sizes?"	iyolgc026	gpalgc111	sf1	__c	gs1	cg	c	114
270	Ma_SF_C115	Does your child pronounce most of his/her words correctly? 	croclc046	gpaclc116	sf1	__c	gs1	lg	c	115
271	Ma_SF_C116	Can your child go to the toilet by him/her-self?	mdtsed033	gpasec134	sf1	__c	gs1	li	c	116
272	Ma_SF_C117	"If you point to an object, can your child correctly use the words ""on,"" ""in,"" or ""under"" to describe where it is (e.g., ""The cup is on the table"" instead of ""The cup is in the table."")"	croclc049	gpaclc120	sf1	__c	gs1	lg	c	117
273	Ma_SF_C118	Can your child put on at least one piece of clothing by himself?	mdtsed026	gpasec109	sf1	__c	gs1	li	c	118
274	Ma_SF_C119	Can your child explain in words what common objects like a cup or chair are used for? 	croclc039	gpaclc119	sf1	__c	gs1	lg	c	119
275	Ma_SF_C120	Can your child draw a straight line?	iyomoc037	gpamoc103	sf1	__c	gs1	mo	c	120
276	Ma_SF_C121	"Can your child say what he/she likes or dislikes (e.g., ""I like sweets"")?"	crosec042	gpasec114	sf1	__c	gs1	lg	c	121
277	Ma_SF_C122	If you show your child two objects or people of different size, can he/she tell you which one is the big one and which is the small one? 	croclc035	gpaclc117	sf1	__c	gs1	cg	c	122
278	Ma_SF_C123	"Does your child regularly use describing words such as ""fast,"" ""short,"" ""hot,"" ""fat,"" or ""beautiful"" correctly?"	croclc050	gpaclc121	sf1	__c	gs1	lg	c	123
279	Ma_SF_C124	Does your child know to keep quiet when the situation requires it? (e.g., at ceremonies, when someone is asleep)	mdtsed028	gpasec123	sf1	__c	gs1	se	c	124
280	Ma_SF_C125	"Does your child ask ""why"" questions (e.g., ""Why are you tall?"")?"	croclc051	gpaclc124	sf1	__c	gs1	lg	c	125
281	Ma_SF_C126	Can your child stand on one foot WITHOUT any support for at least a few seconds?	iyomoc039	gpamoc135	sf1	__c	gs1	mo	c	126
282	Ma_SF_C127	If you ask your child to give you three objects (e.g., stones, beans), does the child give you the correct amount? 	croclc043	gpaclc126	sf1	__c	gs1	cg	c	127
283	Ma_SF_C128	Does your child understand the term 'longest'? For example, if you ask him/her to choose 'which is the longest of 3 objects?' (e.g. 3 spoons or sticks), would he/she be able to choose the longest?	iyolgc029	gpalgc131	sf1	__c	gs1	cg	c	128
284	Ma_SF_C129	"Can your child talk about things that have happened in the past using correct language (e.g., ""Yesterday I played with my friend"" or ""Last week she went to the market"")?"	croclc045	gpaclc138	sf1	__c	gs1	lg	c	129
285	Ma_SF_C130	Can your child tell a story?	iyolgc030	gpalgc127	sf1	__c	gs1	lg	c	130
286	Ma_SF_C131	Can your child tell you when he/she is happy, angry, or sad? 	crosec049	gpasec125	sf1	__c	gs1	se	c	131
287	Ma_SF_C132	Can the child name at least one color (e.g., red, blue, yellow)? 	croclc044	gpaclc122	sf1	__c	gs1	cg	c	132
288	Ma_SF_C133	Can your child count objects up to five  (e.g., fingers, people)? 	croclc041	gpaclc118	sf1	__c	gs1	cg	c	133
289	Ma_SF_C134	If you draw a circle can your child do it, just as you did?	iyomoc038	gpamoc133	sf1	__c	gs1	mo	c	134
290	Ma_SF_C135	Can your child tell you when others are happy, angry, or sad? 	crosec059	gpasec128	sf1	__c	gs1	se	c	135
291	Ma_SF_C136	"Can your child talk about things that will happen in the future using correct language (e.g., ""Tomorrow he will attend school"" or ""Next week we will go to the market"")?"	croclc048	gpaclc139	sf1	__c	gs1	lg	c	136
292	Ma_SF_C137	Can the child fasten and unfasten buttons without help? 	cromoc039	gpamoc132	sf1	__c	gs1	mo	c	137
293	Ma_SF_C138	Can your child dress him/herself completely (except for shoelaces, buttons and zippers)?	iyomoc040	gpamoc129	sf1	__c	gs1	li	c	138
294	Ma_SF_C139	"Can your child say what others like or dislike (e.g., ""Mama doesn't like fruit,"" ""Papa likes football"")?"	crosec051	gpasec136	sf1	__c	gs1	se	c	139
